step,l2,n0_ind,n0_alloc,n1_ind,n1_alloc,n2_ind,n2_alloc,n3_ind,n3_alloc,n4_ind,n4_alloc,n5_ind,n5_alloc,n6_ind,n6_alloc,n7_ind,n7_alloc,n8_ind,n8_alloc,n9_ind,n9_alloc
0,3233.707001,44.302302,0.273036,55.580663,0.211389,53.549460,0.205759,52.459949,0.230306,52.265627,0.231838,51.431484,0.233252,52.900564,0.223110,59.264678,0.195373,43.174012,0.269711,53.346098,0.230867
100,753.075704,99.964793,0.001102,78.007945,0.631524,68.027573,0.911111,98.508305,0.043646,93.615495,0.180748,96.505808,0.100415,94.492879,0.158690,99.612201,0.011480,99.461314,0.016079,99.761841,0.007001
200,243.907111,99.999999,0.000000,97.318849,0.289878,86.172140,1.473155,99.967841,0.003550,90.006299,1.059549,98.905160,0.116533,98.699835,0.138673,99.993179,0.000746,99.996207,0.000417,99.987850,0.001313
300,45.933877,100.000000,0.000000,99.819308,0.101528,97.343846,1.482855,99.999858,0.000082,97.697095,1.284896,99.723509,0.153936,99.711347,0.160815,99.999859,0.000080,99.999942,0.000033,99.999312,0.000389
400,7.427304,100.000000,0.000000,99.980287,0.065877,99.583611,1.389552,100.000000,0.000001,99.628224,1.240516,99.947944,0.173529,99.947516,0.174982,99.999997,0.000009,99.999999,0.000004,99.999971,0.000097
500,1.181051,100.000000,0.000000,99.996930,0.063447,99.934938,1.345921,100.000000,0.000000,99.941633,1.207418,99.991305,0.179814,99.991292,0.180072,100.000000,0.000001,100.000000,0.000001,99.999999,0.000022
600,0.187905,100.000000,0.000000,99.999440,0.072306,99.989725,1.329165,100.000000,0.000000,99.990820,1.187562,99.998598,0.181370,99.998597,0.181414,100.000000,0.000000,100.000000,0.000000,100.000000,0.000005
700,0.030120,100.000000,0.000000,99.999894,0.085450,99.998356,1.325290,100.000000,0.000000,99.998543,1.174937,99.999775,0.181230,99.999775,0.181238,100.000000,0.000000,100.000000,0.000000,100.000000,0.000001
800,0.004878,100.000000,0.000000,99.999980,0.097954,99.999733,1.328164,100.000000,0.000000,99.999765,1.168093,99.999964,0.180479,99.999964,0.180480,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
888,0.000991,100.000000,0.000000,99.999996,0.105565,99.999946,1.333140,100.000000,0.000000,99.999952,1.166427,99.999993,0.179747,99.999993,0.179747,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
