step,l2,n0_ind,n0_alloc,n1_ind,n1_alloc,n2_ind,n2_alloc,n3_ind,n3_alloc,n4_ind,n4_alloc,n5_ind,n5_alloc,n6_ind,n6_alloc,n7_ind,n7_alloc,n8_ind,n8_alloc,n9_ind,n9_alloc
6200,40.865803,100.000000,0.000000,99.842208,0.004936,97.642166,0.073736,99.999887,0.000004,97.952490,0.064029,99.751301,0.007776,99.741109,0.008095,99.999872,0.000004,99.999945,0.000002,99.999372,0.000020
6300,37.378725,100.000000,0.000000,99.859977,0.004779,97.846848,0.073464,99.999915,0.000003,98.125480,0.063956,99.770024,0.007846,99.761308,0.008143,99.999895,0.000004,99.999955,0.000002,99.999460,0.000018
6400,34.182279,100.000000,0.000000,99.875582,0.004634,98.034196,0.073195,99.999936,0.000002,98.284561,0.063871,99.787479,0.007912,99.780034,0.008189,99.999913,0.000003,99.999963,0.000001,99.999536,0.000017
6500,31.253530,100.000000,0.000000,99.889305,0.004500,98.205585,0.072928,99.999952,0.000002,98.430713,0.063777,99.803735,0.007976,99.797382,0.008234,99.999929,0.000003,99.999970,0.000001,99.999602,0.000016
6600,28.571104,100.000000,0.000000,99.901388,0.004377,98.362297,0.072666,99.999964,0.000002,98.564876,0.063676,99.818859,0.008036,99.813445,0.008277,99.999941,0.000003,99.999975,0.000001,99.999659,0.000015
6700,26.115135,100.000000,0.000000,99.912042,0.004263,98.505531,0.072409,99.999973,0.000001,98.687942,0.063570,99.832916,0.008095,99.828306,0.008318,99.999952,0.000002,99.999979,0.000001,99.999707,0.000014
6800,23.867198,100.000000,0.000000,99.921449,0.004157,98.636397,0.072157,99.999980,0.000001,98.800757,0.063458,99.845969,0.008150,99.842047,0.008358,99.999960,0.000002,99.999983,0.000001,99.999749,0.000013
6900,21.810234,100.000000,0.000000,99.929765,0.004061,98.755927,0.071911,99.999985,0.000001,98.904115,0.063344,99.858077,0.008203,99.854744,0.008396,99.999967,0.000002,99.999986,0.000001,99.999785,0.000012
7000,19.928477,100.000000,0.000000,99.937126,0.003971,98.865073,0.071672,99.999989,0.000001,98.998763,0.063228,99.869301,0.008253,99.866471,0.008432,99.999973,0.000002,99.999988,0.000001,99.999816,0.000012
7100,18.207377,100.000000,0.000000,99.943651,0.003889,98.964714,0.071439,99.999991,0.000001,99.085396,0.063110,99.879695,0.008301,99.877294,0.008467,99.999978,0.000002,99.999990,0.000001,99.999843,0.000011
7200,16.633520,100.000000,0.000000,99.949441,0.003813,99.055660,0.071213,99.999994,0.000000,99.164662,0.062992,99.889314,0.008346,99.887279,0.008500,99.999982,0.000001,99.999992,0.000001,99.999866,0.000010
7300,15.194559,100.000000,0.000000,99.954587,0.003744,99.138656,0.070994,99.999995,0.000000,99.237162,0.062875,99.898208,0.008389,99.896484,0.008531,99.999985,0.000001,99.999993,0.000001,99.999885,0.000009
7400,13.879134,100.000000,0.000000,99.959165,0.003680,99.214386,0.070783,99.999996,0.000000,99.303455,0.062757,99.906427,0.008430,99.904968,0.008562,99.999988,0.000001,99.999995,0.000000,99.999902,0.000009
7500,12.676803,100.000000,0.000000,99.963243,0.003621,99.283477,0.070578,99.999997,0.000000,99.364054,0.062641,99.914016,0.008469,99.912782,0.008591,99.999990,0.000001,99.999996,0.000000,99.999916,0.000008
7600,11.577981,100.000000,0.000000,99.966880,0.003567,99.346507,0.070381,99.999998,0.000000,99.419437,0.062526,99.921019,0.008506,99.919976,0.008618,99.999992,0.000001,99.999996,0.000000,99.999929,0.000008
7700,10.573866,100.000000,0.000000,99.970128,0.003518,99.404000,0.070191,99.999998,0.000000,99.470041,0.062413,99.927477,0.008540,99.926596,0.008644,99.999993,0.000001,99.999997,0.000000,99.999939,0.000007
