step,l2,n673_ind,n673_alloc,n3709_ind,n3709_alloc,n121_ind,n121_alloc,n535_ind,n535_alloc,n1087_ind,n1087_alloc,n1225_ind,n1225_alloc,n1639_ind,n1639_alloc,n1777_ind,n1777_alloc,n2329_ind,n2329_alloc,n2605_ind,n2605_alloc
3800,485.979714,99.960212,0.030529,99.960213,0.030528,99.960213,0.030528,99.960213,0.030528,99.960214,0.030528,99.960213,0.030528,99.960213,0.030528,99.960213,0.030528,99.960213,0.030528,99.960212,0.030529
3900,417.928080,99.966564,0.030697,99.966565,0.030696,99.966565,0.030696,99.966564,0.030696,99.966565,0.030695,99.966565,0.030696,99.966565,0.030696,99.966565,0.030696,99.966565,0.030696,99.966564,0.030696
4000,358.176739,99.971921,0.030854,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971922,0.030853,99.971921,0.030854
4100,306.020080,99.976434,0.031002,99.976435,0.031001,99.976435,0.031001,99.976435,0.031001,99.976435,0.031000,99.976435,0.031001,99.976435,0.031001,99.976435,0.031001,99.976435,0.031001,99.976435,0.031001
4200,260.724617,99.980233,0.031141,99.980234,0.031140,99.980234,0.031140,99.980233,0.031141,99.980234,0.031139,99.980233,0.031140,99.980233,0.031140,99.980234,0.031140,99.980234,0.031140,99.980233,0.031141
4300,221.565792,99.983428,0.031273,99.983428,0.031272,99.983428,0.031272,99.983428,0.031272,99.983429,0.031271,99.983428,0.031272,99.983428,0.031272,99.983428,0.031272,99.983428,0.031272,99.983428,0.031272
4400,187.850450,99.986112,0.031398,99.986113,0.031397,99.986113,0.031397,99.986112,0.031397,99.986113,0.031396,99.986113,0.031397,99.986113,0.031397,99.986113,0.031396,99.986113,0.031397,99.986112,0.031397
4500,158.929768,99.988367,0.031517,99.988367,0.031516,99.988367,0.031516,99.988367,0.031516,99.988367,0.031515,99.988367,0.031516,99.988367,0.031516,99.988367,0.031515,99.988367,0.031516,99.988367,0.031516
4600,134.206027,99.990258,0.031630,99.990259,0.031629,99.990259,0.031630,99.990259,0.031630,99.990259,0.031628,99.990259,0.031630,99.990259,0.031630,99.990259,0.031629,99.990259,0.031630,99.990259,0.031630
4700,113.135452,99.991845,0.031739,99.991846,0.031738,99.991845,0.031738,99.991845,0.031739,99.991846,0.031737,99.991845,0.031738,99.991845,0.031738,99.991846,0.031738,99.991845,0.031738,99.991845,0.031739
4800,95.228528,99.993176,0.031844,99.993176,0.031842,99.993176,0.031843,99.993176,0.031843,99.993176,0.031841,99.993176,0.031843,99.993176,0.031843,99.993176,0.031842,99.993176,0.031843,99.993176,0.031843
