step,l2,n0_ind,n0_alloc,n69_ind,n69_alloc,n138_ind,n138_alloc,n207_ind,n207_alloc,n276_ind,n276_alloc,n345_ind,n345_alloc,n414_ind,n414_alloc,n483_ind,n483_alloc,n552_ind,n552_alloc,n621_ind,n621_alloc
0,3307.789049,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579,40.757426,0.044579
100,2544.850005,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196,75.250463,0.025196
200,2083.724585,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329,87.656614,0.016329
300,1743.037736,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164,93.381860,0.011164
400,1478.624456,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626,96.403221,0.007626
500,1274.132437,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014,98.091174,0.005014
600,1116.563942,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105,99.032004,0.003105
700,993.790145,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794,99.535305,0.001794
800,895.726190,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967,99.789159,0.000967
900,814.941040,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488,99.909425,0.000488
1000,746.225617,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232,99.963065,0.000232
