step,l2,n0_ind,n0_alloc,n64_ind,n64_alloc,n62_ind,n62_alloc,n22_ind,n22_alloc,n10_ind,n10_alloc,n51_ind,n51_alloc,n46_ind,n46_alloc,n55_ind,n55_alloc,n41_ind,n41_alloc,n45_ind,n45_alloc
70,0.234982,100.000000,0.000000,99.987920,1.932976,100.000000,0.000054,99.970256,4.277826,99.990720,1.294561,99.991463,1.155361,99.983037,2.284327,99.991011,1.203688,99.981716,2.424164,99.988463,1.496840
71,0.207298,100.000000,0.000000,99.989339,1.931474,100.000000,0.000048,99.973748,4.274999,99.991802,1.294939,99.992451,1.156992,99.985031,2.282361,99.992053,1.205164,99.983835,2.426983,99.989780,1.501577
72,0.182877,100.000000,0.000000,99.990590,1.930211,100.000000,0.000043,99.976831,4.272339,99.992759,1.295273,99.993325,1.158498,99.986792,2.280439,99.992975,1.206525,99.985711,2.429567,99.990950,1.506070
73,0.161334,100.000000,0.000000,99.991694,1.929169,100.000000,0.000038,99.979552,4.269843,99.993604,1.295566,99.994099,1.159886,99.988347,2.278548,99.993790,1.207777,99.987371,2.431933,99.991987,1.510329
74,0.142331,100.000000,0.000000,99.992669,1.928328,100.000000,0.000034,99.981954,4.267507,99.994352,1.295822,99.994784,1.161165,99.989719,2.276677,99.994512,1.208928,99.988840,2.434095,99.992907,1.514363
75,0.125567,100.000000,0.000000,99.993528,1.927671,100.000000,0.000030,99.984074,4.265326,99.995012,1.296043,99.995391,1.162341,99.990930,2.274815,99.995151,1.209984,99.990139,2.436066,99.993722,1.518180
76,0.110780,100.000000,0.000000,99.994287,1.927181,100.000000,0.000027,99.985945,4.263295,99.995596,1.296231,99.995927,1.163421,99.991998,2.272952,99.995715,1.210950,99.991288,2.437858,99.994445,1.521790
77,0.097737,100.000000,0.000000,99.994957,1.926845,100.000000,0.000024,99.987596,4.261409,99.996111,1.296387,99.996401,1.164409,99.992941,2.271080,99.996215,1.211831,99.992304,2.439481,99.995085,1.525199
78,0.086230,100.000000,0.000000,99.995548,1.926649,100.000000,0.000022,99.989053,4.259662,99.996567,1.296512,99.996821,1.165311,99.993774,2.269189,99.996656,1.212632,99.993202,2.440945,99.995652,1.528415
79,0.076081,100.000000,0.000000,99.996069,1.926581,100.000000,0.000019,99.990339,4.258047,99.996969,1.296607,99.997191,1.166132,99.994508,2.267272,99.997046,1.213358,99.993995,2.442259,99.996155,1.531445
80,0.067127,100.000000,0.000000,99.996530,1.926630,100.000000,0.000017,99.991474,4.256560,99.997324,1.296673,99.997519,1.166876,99.995156,2.265323,99.997391,1.214011,99.994697,2.443429,99.996599,1.534297
81,0.059229,100.000000,0.000000,99.996936,1.926785,100.000000,0.000016,99.992476,4.255193,99.997638,1.296710,99.997809,1.167547,99.995727,2.263336,99.997696,1.214595,99.995317,2.444465,99.996993,1.536976
82,0.052262,100.000000,0.000000,99.997295,1.927038,100.000000,0.000014,99.993360,4.253941,99.997915,1.296720,99.998065,1.168149,99.996232,2.261306,99.997965,1.215114,99.995864,2.445373,99.997341,1.539489
83,0.046116,100.000000,0.000000,99.997611,1.927382,100.000000,0.000012,99.994139,4.252799,99.998159,1.296703,99.998291,1.168685,99.996677,2.259228,99.998203,1.215571,99.996348,2.446159,99.997650,1.541842
84,0.040694,100.000000,0.000000,99.997891,1.927807,100.000000,0.000011,99.994828,4.251759,99.998375,1.296658,99.998491,1.169158,99.997069,2.257101,99.998413,1.215969,99.996775,2.446829,99.997922,1.544041
85,0.035911,100.000000,0.000000,99.998138,1.928309,100.000000,0.000010,99.995435,4.250816,99.998566,1.296587,99.998667,1.169572,99.997415,2.254920,99.998599,1.216310,99.997153,2.447389,99.998164,1.546092
86,0.031692,100.000000,0.000000,99.998355,1.928881,100.000000,0.000009,99.995971,4.249965,99.998734,1.296491,99.998823,1.169929,99.997720,2.252685,99.998763,1.216598,99.997486,2.447845,99.998377,1.548002
87,0.027969,100.000000,0.000000,99.998548,1.929518,100.000000,0.000008,99.996444,4.249200,99.998882,1.296370,99.998961,1.170233,99.997990,2.250394,99.998908,1.216835,99.997781,2.448202,99.998566,1.549775
88,0.024685,100.000000,0.000000,99.998717,1.930216,100.000000,0.000007,99.996861,4.248517,99.999013,1.296224,99.999083,1.170486,99.998227,2.248047,99.999036,1.217022,99.998041,2.448465,99.998733,1.551418
89,0.021787,100.000000,0.000000,99.998867,1.930970,100.000000,0.000006,99.997229,4.247909,99.999129,1.296054,99.999190,1.170691,99.998437,2.245644,99.999149,1.217164,99.998270,2.448638,99.998880,1.552935
90,0.019231,100.000000,0.000000,99.998999,1.931777,100.000000,0.000006,99.997554,4.247374,99.999231,1.295860,99.999285,1.170850,99.998621,2.243186,99.999248,1.217261,99.998473,2.448726,99.999011,1.554333
91,0.016975,100.000000,0.000000,99.999116,1.932634,100.000000,0.000005,99.997841,4.246905,99.999322,1.295644,99.999369,1.170965,99.998784,2.240675,99.999336,1.217317,99.998652,2.448733,99.999126,1.555616
92,0.014985,100.000000,0.000000,99.999219,1.933538,100.000000,0.000005,99.998094,4.246500,99.999401,1.295406,99.999442,1.171039,99.998928,2.238112,99.999414,1.217333,99.998810,2.448665,99.999228,1.556789
93,0.013228,100.000000,0.000000,99.999310,1.934485,100.000000,0.000004,99.998317,4.246155,99.999471,1.295147,99.999508,1.171073,99.999055,2.235500,99.999483,1.217310,99.998949,2.448523,99.999318,1.557857
94,0.011678,100.000000,0.000000,99.999391,1.935475,100.000000,0.000004,99.998514,4.245865,99.999533,1.294868,99.999565,1.171071,99.999166,2.232842,99.999543,1.217252,99.999072,2.448314,99.999397,1.558826
95,0.010311,100.000000,0.000000,99.999462,1.936505,100.000000,0.000003,99.998688,4.245627,99.999588,1.294568,99.999616,1.171033,99.999265,2.230142,99.999597,1.217161,99.999181,2.448039,99.999468,1.559700
96,0.009104,100.000000,0.000000,99.999525,1.937572,100.000000,0.000003,99.998842,4.245439,99.999636,1.294250,99.999661,1.170962,99.999352,2.227404,99.999644,1.217036,99.999277,2.447703,99.999530,1.560482
97,0.008038,100.000000,0.000000,99.999580,1.938677,100.000000,0.000003,99.998977,4.245297,99.999679,1.293913,99.999701,1.170860,99.999428,2.224632,99.999686,1.216882,99.999362,2.447310,99.999585,1.561179
98,0.007098,100.000000,0.000000,99.999629,1.939816,100.000000,0.000002,99.999097,4.245200,99.999717,1.293559,99.999736,1.170728,99.999496,2.221830,99.999723,1.216698,99.999436,2.446861,99.999633,1.561793
99,0.006268,100.000000,0.000000,99.999672,1.940988,100.000000,0.000002,99.999203,4.245143,99.999750,1.293188,99.999767,1.170568,99.999555,2.219004,99.999755,1.216487,99.999502,2.446361,99.999676,1.562329
100,0.005536,100.000000,0.000000,99.999710,1.942192,100.000000,0.000002,99.999296,4.245126,99.999779,1.292801,99.999794,1.170381,99.999608,2.216158,99.999784,1.216250,99.999561,2.445812,99.999714,1.562791
101,0.004889,100.000000,0.000000,99.999744,1.943427,100.000000,0.000002,99.999378,4.245147,99.999805,1.292398,99.999818,1.170169,99.999654,2.213299,99.999809,1.215989,99.999612,2.445217,99.999747,1.563182
102,0.004318,100.000000,0.000000,99.999774,1.944692,100.000000,0.000001,99.999451,4.245202,99.999828,1.291981,99.999839,1.169934,99.999695,2.210432,99.999831,1.215705,99.999658,2.444579,99.999777,1.563507
103,0.003814,100.000000,0.000000,99.999800,1.945984,100.000000,0.000001,99.999515,4.245291,99.999848,1.291551,99.999858,1.169676,99.999731,2.207562,99.999851,1.215399,99.999698,2.443901,99.999803,1.563768
104,0.003369,100.000000,0.000000,99.999823,1.947304,100.000000,0.000001,99.999571,4.245412,99.999866,1.291106,99.999875,1.169398,99.999763,2.204696,99.999869,1.215073,99.999733,2.443184,99.999826,1.563970
105,0.002977,100.000000,0.000000,99.999844,1.948649,100.000000,0.000001,99.999621,4.245563,99.999881,1.290650,99.999889,1.169099,99.999791,2.201840,99.999884,1.214728,99.999764,2.442432,99.999846,1.564114
106,0.002630,100.000000,0.000000,99.999862,1.950019,100.000000,0.000001,99.999666,4.245743,99.999895,1.290181,99.999902,1.168783,99.999815,2.198999,99.999897,1.214364,99.999792,2.441646,99.999864,1.564205
107,0.002323,100.000000,0.000000,99.999878,1.951411,100.000000,0.000001,99.999704,4.245951,99.999908,1.289701,99.999914,1.168448,99.999837,2.196179,99.999909,1.213984,99.999816,2.440828,99.999880,1.564245
108,0.002053,100.000000,0.000000,99.999892,1.952825,100.000000,0.000001,99.999739,4.246185,99.999918,1.289211,99.999924,1.168098,99.999856,2.193387,99.999920,1.213587,99.999838,2.439981,99.999894,1.564237
109,0.001814,100.000000,0.000000,99.999905,1.954260,100.000000,0.000001,99.999769,4.246444,99.999928,1.288711,99.999933,1.167732,99.999873,2.190628,99.999929,1.213176,99.999857,2.439107,99.999906,1.564184
110,0.001603,100.000000,0.000000,99.999916,1.955713,100.000000,0.000001,99.999796,4.246728,99.999936,1.288201,99.999941,1.167352,99.999888,2.187907,99.999938,1.212751,99.999873,2.438207,99.999917,1.564088
111,0.001417,100.000000,0.000000,99.999925,1.957184,100.000000,0.000001,99.999820,4.247034,99.999944,1.287683,99.999948,1.166959,99.999901,2.185232,99.999945,1.212313,99.999888,2.437283,99.999927,1.563952
112,0.001252,100.000000,0.000000,99.999934,1.958671,100.000000,0.000000,99.999841,4.247363,99.999950,1.287157,99.999954,1.166553,99.999913,2.182606,99.999951,1.211862,99.999901,2.436337,99.999935,1.563777
113,0.001107,100.000000,0.000000,99.999942,1.960171,100.000000,0.000000,99.999859,4.247713,99.999956,1.286623,99.999959,1.166136,99.999923,2.180034,99.999957,1.211401,99.999913,2.435371,99.999943,1.563568
114,0.000978,100.000000,0.000000,99.999948,1.961684,100.000000,0.000000,99.999876,4.248082,99.999961,1.286082,99.999964,1.165708,99.999932,2.177523,99.999962,1.210929,99.999923,2.434386,99.999949,1.563325
