model,lambda,step,l2
3,0.3,4600,134.206027
3,0.3,4700,113.135452
3,0.3,4800,95.228528
3,0.3,4900,80.048609
3,0.3,5000,67.209409
3,0.3,5100,56.371713
3,0.3,5200,47.239635
3,0.3,5300,39.556627
3,0.3,5400,33.101441
3,0.3,5500,27.684169
3,0.3,5600,23.142488
3,0.3,5700,19.338152
3,0.3,5800,16.153793
3,0.3,5900,13.490043
3,0.3,6000,11.262965
3,0.3,6100,9.401805
3,0.3,6200,7.847023
3,0.3,6300,6.548588
3,0.3,6400,5.464513
3,0.3,6500,4.559599
3,0.3,6600,3.804365
3,0.3,6700,3.174139
3,0.3,6800,2.648284
3,0.3,6900,2.20955
3,0.3,7000,1.843523
3,0.3,7100,1.538167
3,0.3,7200,1.283429
3,0.3,7300,1.07092
3,0.3,7400,0.893639
3,0.3,7500,0.745741
3,0.3,7600,0.622355
3,0.3,7700,0.519414
3,0.3,7800,0.433526
3,0.3,7900,0.361862
3,0.3,8000,0.302065
3,0.3,8100,0.252165
3,0.3,8200,0.210523
3,0.3,8300,0.175769
3,0.3,8400,0.146762
3,0.3,8500,0.12255
3,0.3,8600,0.10234
3,0.3,8700,0.085468
3,0.3,8800,0.071381
3,0.3,8900,0.059621
3,0.3,9000,0.049801
3,0.3,9100,0.0416
3,0.3,9200,0.034752
3,0.3,9300,0.029033
3,0.3,9400,0.024257
3,0.3,9500,0.020267
3,0.3,9600,0.016934
3,0.3,9700,0.01415
3,0.3,9800,0.011824
3,0.3,9900,0.009881
3,0.3,10000,0.008258
3,0.3,10100,0.006901
3,0.3,10200,0.005768
3,0.3,10300,0.004821
3,0.3,10400,0.004029
3,0.3,10500,0.003368
3,0.3,10600,0.002815
3,0.3,10700,0.002353
3,0.3,10800,0.001967
3,0.3,10900,0.001644
3,0.3,11000,0.001375
3,0.3,11100,0.001149
3,0.3,11178,0.000999
3,0.4,0,3309.046915
3,0.4,100,2593.948471
3,0.4,200,2151.296888
3,0.4,300,1838.659296
3,0.4,400,1606.431224
3,0.4,500,1434.563099
3,0.4,600,1310.036369
3,0.4,700,1222.336953
3,0.4,800,1163.690158
3,0.4,900,1129.203448
3,0.4,1000,1116.495173
3,0.4,1100,1124.969908
3,0.4,1200,1154.848308
3,0.4,1300,1206.080634
3,0.4,1400,1277.366383
3,0.4,1500,1365.578661
3,0.4,1600,1465.80855
3,0.4,1700,1571.983772
3,0.4,1800,1677.73993
3,0.4,1900,1777.143943
3,0.4,2000,1865.053074
3,0.4,2100,1937.161097
3,0.4,2200,1989.919583
3,0.4,2300,2020.495512
3,0.4,2400,2026.833425
3,0.4,2500,2007.80944
3,0.4,2600,1963.417047
3,0.4,2700,1894.905995
3,0.4,2800,1804.801308
3,0.4,2900,1696.757845
3,0.4,3000,1575.251194
3,0.4,3100,1445.153804
3,0.4,3200,1311.278142
3,0.4,3300,1177.973735
3,0.4,3400,1048.842616
3,0.4,3500,926.599831
3,0.4,3600,813.068535
3,0.4,3700,709.274446
3,0.4,3800,615.595752
3,0.4,3900,531.928978
3,0.4,4000,457.842844
3,0.4,4100,392.70505
3,0.4,4200,335.777603
3,0.4,4300,286.283212
3,0.4,4400,243.448518
3,0.4,4500,206.530541
3,0.4,4600,174.831835
3,0.4,4700,147.70842
3,0.4,4800,124.57319
3,0.4,4900,104.896488
3,0.4,5000,88.204848
3,0.4,5100,74.078504
3,0.4,5200,62.14808
3,0.4,5300,52.090752
3,0.4,5400,43.626118
3,0.4,5500,36.511974
3,0.4,5600,30.540138
3,0.4,5700,25.53245
3,0.4,5800,21.337026
3,0.4,5900,17.82481
3,0.4,6000,14.886457
3,0.4,6100,12.429556
3,0.4,6200,10.376169
3,0.4,6300,8.660687
3,0.4,6400,7.227964
3,0.4,6500,6.031707
3,0.4,6600,5.033105
3,0.4,6700,4.199642
3,0.4,6800,3.504105
3,0.4,6900,2.92373
3,0.4,7000,2.439488
3,0.4,7100,2.035477
3,0.4,7200,1.698416
3,0.4,7300,1.417216
3,0.4,7400,1.182619
3,0.4,7500,0.986901
3,0.4,7600,0.823615
3,0.4,7700,0.687382
3,0.4,7800,0.573716
3,0.4,7900,0.478875
3,0.4,8000,0.399737
3,0.4,8100,0.333698
3,0.4,8200,0.278588
3,0.4,8300,0.232593
3,0.4,8400,0.194205
3,0.4,8500,0.162163
3,0.4,8600,0.135417
3,0.4,8700,0.113088
3,0.4,8800,0.094448
3,0.4,8900,0.078884
3,0.4,9000,0.065889
3,0.4,9100,0.055038
3,0.4,9200,0.045977
3,0.4,9300,0.038409
3,0.4,9400,0.032089
3,0.4,9500,0.02681
3,0.4,9600,0.0224
3,0.4,9700,0.018717
3,0.4,9800,0.01564
3,0.4,9900,0.013069
3,0.4,10000,0.010921
3,0.4,10100,0.009127
3,0.4,10200,0.007628
3,0.4,10300,0.006375
3,0.4,10400,0.005328
3,0.4,10500,0.004453
3,0.4,10600,0.003722
3,0.4,10700,0.003111
3,0.4,10800,0.0026
3,0.4,10900,0.002174
3,0.4,11000,0.001817
3,0.4,11100,0.001519
3,0.4,11200,0.00127
3,0.4,11300,0.001061
3,0.4,11334,0.000999
4,0.1,0,3310.041052
4,0.1,100,2660.648877
4,0.1,200,2225.297711
4,0.1,300,1882.661274
4,0.1,400,1603.952792
4,0.1,500,1380.280271
4,0.1,600,1202.364181
4,0.1,700,1059.909182
4,0.1,800,943.864433
4,0.1,900,847.251911
4,0.1,1000,764.937877
4,0.1,1100,693.116672
4,0.1,1200,628.90743
4,0.1,1300,570.18732
4,0.1,1400,515.559583
4,0.1,1500,464.260694
4,0.1,1600,415.943569
4,0.1,1700,370.461806
4,0.1,1800,327.776133
4,0.1,1900,287.949301
4,0.1,2000,251.128459
4,0.1,2100,217.48284
4,0.1,2200,187.131608
4,0.1,2300,160.098084
4,0.1,2400,136.299374
4,0.1,2500,115.561635
4,0.1,2600,97.64701
4,0.1,2700,82.28171
4,0.1,2800,69.179678
4,0.1,2900,58.05996
4,0.1,3000,48.658041
4,0.1,3100,40.732261
4,0.1,3200,34.06664
4,0.1,3300,28.47128
4,0.1,3400,23.781251
4,0.1,3500,19.85464
4,0.1,3600,16.570205
4,0.1,3700,13.824925
4,0.1,3800,11.531632
4,0.1,3900,9.616805
4,0.1,4000,8.018592
4,0.1,4100,6.685056
4,0.1,4200,5.572649
4,0.1,4300,4.644902
4,0.1,4400,3.871302
4,0.1,4500,3.226336
4,0.1,4600,2.688686
4,0.1,4700,2.240545
4,0.1,4800,1.867046
4,0.1,4900,1.555783
4,0.1,5000,1.296403
4,0.1,5100,1.080268
4,0.1,5200,0.900177
4,0.1,5300,0.750122
4,0.1,5400,0.625098
4,0.1,5500,0.52093
4,0.1,5600,0.434138
4,0.1,5700,0.361824
4,0.1,5800,0.301572
4,0.1,5900,0.251368
4,0.1,6000,0.209535
4,0.1,6100,0.174677
4,0.1,6200,0.145628
4,0.1,6300,0.12142
4,0.1,6400,0.101245
4,0.1,6500,0.084429
4,0.1,6600,0.070412
4,0.1,6700,0.058728
4,0.1,6800,0.048988
4,0.1,6900,0.040867
4,0.1,7000,0.034095
4,0.1,7100,0.028449
4,0.1,7200,0.02374
4,0.1,7300,0.019812
4,0.1,7400,0.016536
4,0.1,7500,0.013803
4,0.1,7600,0.011523
4,0.1,7700,0.009621
4,0.1,7800,0.008033
4,0.1,7900,0.006708
4,0.1,8000,0.005603
4,0.1,8100,0.004679
4,0.1,8200,0.003909
4,0.1,8300,0.003265
4,0.1,8400,0.002728
4,0.1,8500,0.002279
4,0.1,8600,0.001905
4,0.1,8700,0.001592
4,0.1,8800,0.00133
4,0.1,8900,0.001112
4,0.1,8960,0.000998
4,0.2,0,3310.041052
4,0.2,100,2660.648877
4,0.2,200,2225.297711
4,0.2,300,1882.661274
4,0.2,400,1603.952792
4,0.2,500,1380.280271
4,0.2,600,1202.364181
4,0.2,700,1059.909182
4,0.2,800,943.864433
4,0.2,900,847.251911
4,0.2,1000,764.937877
4,0.2,1100,693.116672
4,0.2,1200,628.90743
4,0.2,1300,570.18732
4,0.2,1400,515.559583
4,0.2,1500,464.260694
4,0.2,1600,415.943569
4,0.2,1700,370.461806
4,0.2,1800,327.776133
4,0.2,1900,287.949301
4,0.2,2000,251.128459
4,0.2,2100,217.48284
4,0.2,2200,187.131608
4,0.2,2300,160.098084
4,0.2,2400,136.299374
4,0.2,2500,115.561635
4,0.2,2600,97.64701
4,0.2,2700,82.28171
4,0.2,2800,69.179678
4,0.2,2900,58.05996
4,0.2,3000,48.658041
4,0.2,3100,40.732261
4,0.2,3200,34.06664
4,0.2,3300,28.47128
4,0.2,3400,23.781251
4,0.2,3500,19.85464
4,0.2,3600,16.570205
4,0.2,3700,13.824925
4,0.2,3800,11.531632
4,0.2,3900,9.616805
4,0.2,4000,8.018592
4,0.2,4100,6.685056
4,0.2,4200,5.572649
4,0.2,4300,4.644902
4,0.2,4400,3.871302
4,0.2,4500,3.226336
4,0.2,4600,2.688686
4,0.2,4700,2.240545
4,0.2,4800,1.867046
4,0.2,4900,1.555783
4,0.2,5000,1.296403
4,0.2,5100,1.080268
4,0.2,5200,0.900177
4,0.2,5300,0.750122
4,0.2,5400,0.625098
4,0.2,5500,0.52093
4,0.2,5600,0.434138
4,0.2,5700,0.361824
4,0.2,5800,0.301572
4,0.2,5900,0.251368
4,0.2,6000,0.209535
4,0.2,6100,0.174677
4,0.2,6200,0.145628
4,0.2,6300,0.12142
4,0.2,6400,0.101245
4,0.2,6500,0.084429
4,0.2,6600,0.070412
4,0.2,6700,0.058728
4,0.2,6800,0.048988
4,0.2,6900,0.040867
4,0.2,7000,0.034095
4,0.2,7100,0.028449
4,0.2,7200,0.02374
4,0.2,7300,0.019812
4,0.2,7400,0.016536
4,0.2,7500,0.013803
4,0.2,7600,0.011523
4,0.2,7700,0.009621
4,0.2,7800,0.008033
4,0.2,7900,0.006708
4,0.2,8000,0.005603
4,0.2,8100,0.004679
4,0.2,8200,0.003909
4,0.2,8300,0.003265
4,0.2,8400,0.002728
4,0.2,8500,0.002279
4,0.2,8600,0.001905
4,0.2,8700,0.001592
4,0.2,8800,0.00133
4,0.2,8900,0.001112
4,0.2,8960,0.000998
4,0.3,0,3310.041052
4,0.3,100,2660.648877
4,0.3,200,2225.297711
4,0.3,300,1882.661274
4,0.3,400,1603.952792
4,0.3,500,1380.280271
4,0.3,600,1202.364181
4,0.3,700,1059.909182
4,0.3,800,943.864433
4,0.3,900,847.251911
4,0.3,1000,764.937877
4,0.3,1100,693.116672
4,0.3,1200,628.90743
4,0.3,1300,570.18732
4,0.3,1400,515.559583
4,0.3,1500,464.260694
4,0.3,1600,415.943569
4,0.3,1700,370.461806
4,0.3,1800,327.776133
4,0.3,1900,287.949301
4,0.3,2000,251.128459
4,0.3,2100,217.48284
4,0.3,2200,187.131608
4,0.3,2300,160.098084
4,0.3,2400,136.299374
4,0.3,2500,115.561635
4,0.3,2600,97.64701
4,0.3,2700,82.28171
4,0.3,2800,69.179678
4,0.3,2900,58.05996
4,0.3,3000,48.658041
4,0.3,3100,40.732261
4,0.3,3200,34.06664
4,0.3,3300,28.47128
4,0.3,3400,23.781251
4,0.3,3500,19.85464
4,0.3,3600,16.570205
4,0.3,3700,13.824925
4,0.3,3800,11.531632
4,0.3,3900,9.616805
4,0.3,4000,8.018592
4,0.3,4100,6.685056
4,0.3,4200,5.572649
4,0.3,4300,4.644902
4,0.3,4400,3.871302
4,0.3,4500,3.226336
4,0.3,4600,2.688686
4,0.3,4700,2.240545
4,0.3,4800,1.867046
4,0.3,4900,1.555783
4,0.3,5000,1.296403
4,0.3,5100,1.080268
4,0.3,5200,0.900177
4,0.3,5300,0.750122
4,0.3,5400,0.625098
4,0.3,5500,0.52093
4,0.3,5600,0.434138
4,0.3,5700,0.361824
4,0.3,5800,0.301572
4,0.3,5900,0.251368
4,0.3,6000,0.209535
4,0.3,6100,0.174677
4,0.3,6200,0.145628
4,0.3,6300,0.12142
4,0.3,6400,0.101245
4,0.3,6500,0.084429
4,0.3,6600,0.070412
4,0.3,6700,0.058728
4,0.3,6800,0.048988
4,0.3,6900,0.040867
4,0.3,7000,0.034095
4,0.3,7100,0.028449
4,0.3,7200,0.02374
4,0.3,7300,0.019812
4,0.3,7400,0.016536
4,0.3,7500,0.013803
4,0.3,7600,0.011523
4,0.3,7700,0.009621
4,0.3,7800,0.008033
4,0.3,7900,0.006708
4,0.3,8000,0.005603
4,0.3,8100,0.004679
4,0.3,8200,0.003909
4,0.3,8300,0.003265
4,0.3,8400,0.002728
4,0.3,8500,0.002279
4,0.3,8600,0.001905
4,0.3,8700,0.001592
4,0.3,8800,0.00133
4,0.3,8900,0.001112
4,0.3,8960,0.000998
4,0.4,0,3310.041052
4,0.4,100,2660.648877
4,0.4,200,2225.297711
4,0.4,300,1882.661274
4,0.4,400,1603.952792
4,0.4,500,1380.280271
4,0.4,600,1202.364181
4,0.4,700,1059.909182
4,0.4,800,943.864433
4,0.4,900,847.251911
4,0.4,1000,764.937877
4,0.4,1100,693.116672
4,0.4,1200,628.90743
4,0.4,1300,570.18732
4,0.4,1400,515.559583
4,0.4,1500,464.260694
4,0.4,1600,415.943569
4,0.4,1700,370.461806
4,0.4,1800,327.776133
4,0.4,1900,287.949301
4,0.4,2000,251.128459
4,0.4,2100,217.48284
4,0.4,2200,187.131608
4,0.4,2300,160.098084
4,0.4,2400,136.299374
4,0.4,2500,115.561635
4,0.4,2600,97.64701
4,0.4,2700,82.28171
4,0.4,2800,69.179678
4,0.4,2900,58.05996
4,0.4,3000,48.658041
4,0.4,3100,40.732261
4,0.4,3200,34.06664
4,0.4,3300,28.47128
4,0.4,3400,23.781251
4,0.4,3500,19.85464
4,0.4,3600,16.570205
4,0.4,3700,13.824925
4,0.4,3800,11.531632
4,0.4,3900,9.616805
4,0.4,4000,8.018592
4,0.4,4100,6.685056
4,0.4,4200,5.572649
4,0.4,4300,4.644902
4,0.4,4400,3.871302
4,0.4,4500,3.226336
4,0.4,4600,2.688686
4,0.4,4700,2.240545
4,0.4,4800,1.867046
4,0.4,4900,1.555783
4,0.4,5000,1.296403
4,0.4,5100,1.080268
4,0.4,5200,0.900177
4,0.4,5300,0.750122
4,0.4,5400,0.625098
4,0.4,5500,0.52093
4,0.4,5600,0.434138
4,0.4,5700,0.361824
4,0.4,5800,0.301572
4,0.4,5900,0.251368
4,0.4,6000,0.209535
4,0.4,6100,0.174677
4,0.4,6200,0.145628
4,0.4,6300,0.12142
4,0.4,6400,0.101245
4,0.4,6500,0.084429
4,0.4,6600,0.070412
4,0.4,6700,0.058728
4,0.4,6800,0.048988
4,0.4,6900,0.040867
4,0.4,7000,0.034095
4,0.4,7100,0.028449
4,0.4,7200,0.02374
4,0.4,7300,0.019812
4,0.4,7400,0.016536
4,0.4,7500,0.013803
4,0.4,7600,0.011523
4,0.4,7700,0.009621
4,0.4,7800,0.008033
4,0.4,7900,0.006708
4,0.4,8000,0.005603
4,0.4,8100,0.004679
4,0.4,8200,0.003909
4,0.4,8300,0.003265
4,0.4,8400,0.002728
4,0.4,8500,0.002279
4,0.4,8600,0.001905
4,0.4,8700,0.001592
4,0.4,8800,0.00133
4,0.4,8900,0.001112
4,0.4,8960,0.000998
5,0.1,0,3309.272525
5,0.1,100,2615.600105
5,0.1,200,2163.449108
5,0.1,300,1815.949282
5,0.1,400,1539.632549
5,0.1,500,1322.041623
5,0.1,600,1151.596165
5,0.1,700,1016.681506
5,0.1,800,907.509531
5,0.1,900,816.770252
5,0.1,1000,739.282468
5,0.1,1100,671.369939
5,0.1,1200,610.360682
5,0.1,1300,554.325438
5,0.1,1400,501.992446
5,0.1,1500,452.677881
5,0.1,1600,406.119914
5,0.1,1700,362.26002
5,0.1,1800,321.099453
5,0.1,1900,282.67518
5,0.1,2000,247.078345
5,0.1,2100,214.437666
5,0.1,2200,184.866512
5,0.1,2300,158.411572
5,0.1,2400,135.028026
5,0.1,2500,114.582358
5,0.1,2600,96.872089
5,0.1,2700,81.651191
5,0.1,2800,68.653774
5,0.1,2900,57.612719
5,0.1,3000,48.272569
5,0.1,3100,40.397367
5,0.1,3200,33.77461
5,0.1,3300,28.216463
5,0.1,3400,23.559206
5,0.1,3500,19.661642
5,0.1,3600,16.402981
5,0.1,3700,13.68052
5,0.1,3800,11.407346
5,0.1,3900,9.51017
5,0.1,4000,7.927362
5,0.1,4100,6.607202
5,0.1,4200,5.506355
5,0.1,4300,4.588557
5,0.1,4400,3.823488
5,0.1,4500,3.185813
5,0.1,4600,2.654377
5,0.1,4700,2.211521
5,0.1,4800,1.842509
5,0.1,4900,1.535049
5,0.1,5000,1.278889
5,0.1,5100,1.065478
5,0.1,5200,0.88769
5,0.1,5300,0.739581
5,0.1,5400,0.6162
5,0.1,5500,0.513419
5,0.1,5600,0.427799
5,0.1,5700,0.356474
5,0.1,5800,0.297057
5,0.1,5900,0.247557
5,0.1,6000,0.206319
5,0.1,6100,0.171963
5,0.1,6200,0.143338
5,0.1,6300,0.119488
5,0.1,6400,0.099614
5,0.1,6500,0.083053
5,0.1,6600,0.069252
5,0.1,6700,0.057749
5,0.1,6800,0.048162
5,0.1,6900,0.04017
5,0.1,7000,0.033508
5,0.1,7100,0.027954
5,0.1,7200,0.023323
5,0.1,7300,0.019461
5,0.1,7400,0.01624
5,0.1,7500,0.013554
5,0.1,7600,0.011313
5,0.1,7700,0.009444
5,0.1,7800,0.007884
5,0.1,7900,0.006583
5,0.1,8000,0.005497
5,0.1,8100,0.004591
5,0.1,8200,0.003834
5,0.1,8300,0.003203
5,0.1,8400,0.002675
5,0.1,8500,0.002235
5,0.1,8600,0.001867
5,0.1,8700,0.00156
5,0.1,8800,0.001304
5,0.1,8900,0.00109
5,0.1,8948,0.001
5,0.2,0,3308.522067
5,0.2,100,2577.266854
5,0.2,200,2116.925738
5,0.2,300,1770.275363
5,0.2,400,1498.624413
5,0.2,500,1287.20955
5,0.2,600,1123.311088
5,0.2,700,994.699898
5,0.2,800,891.223251
5,0.2,900,805.401105
5,0.2,1000,732.016608
5,0.2,1100,667.431483
5,0.2,1200,609.057268
5,0.2,1300,555.065856
5,0.2,1400,504.26962
5,0.2,1500,456.054084
5,0.2,1600,410.254597
5,0.2,1700,366.950251
5,0.2,1800,326.25794
5,0.2,1900,288.238307
5,0.2,2000,252.924166
5,0.2,2100,220.374271
5,0.2,2200,190.6749
5,0.2,2300,163.896554
5,0.2,2400,140.049038
5,0.2,2500,119.060786
5,0.2,2600,100.7833
5,0.2,2700,85.01029
5,0.2,2800,71.501111
5,0.2,2900,60.001945
5,0.2,3000,50.262015
5,0.2,3100,42.044443
5,0.2,3200,35.132554
5,0.2,3300,29.332754
5,0.2,3400,24.47506
5,0.2,3500,20.412157
5,0.2,3600,17.017632
5,0.2,3700,14.183814
5,0.2,3800,11.819511
5,0.2,3900,9.847819
5,0.2,4000,8.204095
5,0.2,4100,6.834128
5,0.2,4200,5.692539
5,0.2,4300,4.741394
5,0.2,4400,3.94901
5,0.2,4500,3.288947
5,0.2,4600,2.739146
5,0.2,4700,2.281217
5,0.2,4800,1.899827
5,0.2,4900,1.582196
5,0.2,5000,1.317675
5,0.2,5100,1.09739
5,0.2,5200,0.913947
5,0.2,5300,0.761188
5,0.2,5400,0.63398
5,0.2,5500,0.528051
5,0.2,5600,0.439839
5,0.2,5700,0.366382
5,0.2,5800,0.30521
5,0.2,5900,0.254267
5,0.2,6000,0.211841
5,0.2,6100,0.176507
5,0.2,6200,0.147078
5,0.2,6300,0.122565
5,0.2,6400,0.102147
5,0.2,6500,0.085138
5,0.2,6600,0.070968
5,0.2,6700,0.059162
5,0.2,6800,0.049325
5,0.2,6900,0.041128
5,0.2,7000,0.034297
5,0.2,7100,0.028603
5,0.2,7200,0.023857
5,0.2,7300,0.019901
5,0.2,7400,0.016603
5,0.2,7500,0.013853
5,0.2,7600,0.01156
5,0.2,7700,0.009647
5,0.2,7800,0.008052
5,0.2,7900,0.006721
5,0.2,8000,0.005611
5,0.2,8100,0.004685
5,0.2,8200,0.003912
5,0.2,8300,0.003267
5,0.2,8400,0.002729
5,0.2,8500,0.002279
5,0.2,8600,0.001904
5,0.2,8700,0.001591
5,0.2,8800,0.001329
5,0.2,8900,0.00111
5,0.2,8959,0.000999
5,0.3,0,3307.789049
5,0.3,100,2544.850005
5,0.3,200,2083.724585
5,0.3,300,1743.037736
5,0.3,400,1478.624456
5,0.3,500,1274.132437
5,0.3,600,1116.563942
5,0.3,700,993.790145
5,0.3,800,895.72619
5,0.3,900,814.94104
5,0.3,1000,746.225617
5,0.3,1100,685.820431
5,0.3,1200,630.897694
5,0.3,1300,579.387162
5,0.3,1400,529.964596
5,0.3,1500,482.027109
5,0.3,1600,435.572808
5,0.3,1700,390.982375
5,0.3,1800,348.748407
5,0.3,1900,309.236075
5,0.3,2000,272.582699
5,0.3,2100,238.768817
5,0.3,2200,207.750896
5,0.3,2300,179.526731
5,0.3,2400,154.115008
5,0.3,2500,131.505251
5,0.3,2600,111.624347
5,0.3,2700,94.330799
5,0.3,2800,79.428189
5,0.3,2900,66.686099
5,0.3,3000,55.860478
5,0.3,3100,46.709685
5,0.3,3200,39.005398
5,0.3,3300,32.538967
5,0.3,3400,27.124305
5,0.3,3500,22.598415
5,0.3,3600,18.820426
5,0.3,3700,15.669815
5,0.3,3800,13.044238
5,0.3,3900,10.857284
5,0.3,4000,9.036299
5,0.3,4100,7.52039
5,0.3,4200,6.258635
5,0.3,4300,5.208522
5,0.3,4400,4.334599
5,0.3,4500,3.607329
5,0.3,4600,3.002111
5,0.3,4700,2.498467
5,0.3,4800,2.079349
5,0.3,4900,1.730573
5,0.3,5000,1.440332
5,0.3,5100,1.198802
5,0.3,5200,0.997806
5,0.3,5300,0.83054
5,0.3,5400,0.691342
5,0.3,5500,0.575501
5,0.3,5600,0.479095
5,0.3,5700,0.398862
5,0.3,5800,0.332087
5,0.3,5900,0.27651
5,0.3,6000,0.230251
5,0.3,6100,0.191746
5,0.3,6200,0.159693
5,0.3,6300,0.133011
5,0.3,6400,0.110796
5,0.3,6500,0.092301
5,0.3,6600,0.076901
5,0.3,6700,0.064077
5,0.3,6800,0.053397
5,0.3,6900,0.044502
5,0.3,7000,0.037093
5,0.3,7100,0.030921
5,0.3,7200,0.025779
5,0.3,7300,0.021494
5,0.3,7400,0.017924
5,0.3,7500,0.014949
5,0.3,7600,0.012469
5,0.3,7700,0.010401
5,0.3,7800,0.008678
5,0.3,7900,0.007241
5,0.3,8000,0.006042
5,0.3,8100,0.005043
5,0.3,8200,0.004209
5,0.3,8300,0.003514
5,0.3,8400,0.002934
5,0.3,8500,0.00245
5,0.3,8600,0.002046
5,0.3,8700,0.001708
5,0.3,8800,0.001427
5,0.3,8900,0.001192
5,0.3,8998,0.000999
5,0.4,0,3307.072871
5,0.4,100,2517.800797
5,0.4,200,2063.031066
5,0.4,300,1734.324581
5,0.4,400,1481.511771
5,0.4,500,1286.44247
5,0.4,600,1136.526955
5,0.4,700,1020.75976
5,0.4,800,929.805825
5,0.4,900,856.740046
5,0.4,1000,796.744933
5,0.4,1100,746.011452
5,0.4,1200,700.916859
5,0.4,1300,657.98702
5,0.4,1400,614.411759
5,0.4,1500,568.605149
5,0.4,1600,520.399333
5,0.4,1700,470.764591
5,0.4,1800,421.258652
5,0.4,1900,373.498793
5,0.4,2000,328.78827
5,0.4,2100,287.883997
5,0.4,2200,250.951451
5,0.4,2300,217.760556
5,0.4,2400,187.978161
5,0.4,2500,161.343541
5,0.4,2600,137.683957
5,0.4,2700,116.858975
5,0.4,2800,98.711217
5,0.4,2900,83.047105
5,0.4,3000,69.640748
5,0.4,3100,58.248147
5,0.4,3200,48.622625
5,0.4,3300,40.527189
5,0.4,3400,33.742662
5,0.4,3500,28.072014
5,0.4,3600,23.341829
5,0.4,3700,19.401868
5,0.4,3800,16.123497
5,0.4,3900,13.397548
5,0.4,4000,11.13198
5,0.4,4100,9.249568
5,0.4,4200,7.685744
5,0.4,4300,6.386663
5,0.4,4400,5.307504
5,0.4,4500,4.410996
5,0.4,4600,3.666177
5,0.4,4700,3.047335
5,0.4,4800,2.533122
5,0.4,4900,2.105816
5,0.4,5000,1.750703
5,0.4,5100,1.455567
5,0.4,5200,1.210262
5,0.4,5300,1.006364
5,0.4,5400,0.836873
5,0.4,5500,0.695977
5,0.4,5600,0.578844
5,0.4,5700,0.481462
5,0.4,5800,0.400496
5,0.4,5900,0.333174
5,0.4,6000,0.277193
5,0.4,6100,0.23064
5,0.4,6200,0.191924
5,0.4,6300,0.159723
5,0.4,6400,0.132939
5,0.4,6500,0.110658
5,0.4,6600,0.092121
5,0.4,6700,0.076699
5,0.4,6800,0.063865
5,0.4,6900,0.053185
5,0.4,7000,0.044297
5,0.4,7100,0.036898
5,0.4,7200,0.030739
5,0.4,7300,0.025611
5,0.4,7400,0.021341
5,0.4,7500,0.017786
5,0.4,7600,0.014824
5,0.4,7700,0.012357
5,0.4,7800,0.010302
5,0.4,7900,0.00859
5,0.4,8000,0.007164
5,0.4,8100,0.005975
5,0.4,8200,0.004983
5,0.4,8300,0.004157
5,0.4,8400,0.003469
5,0.4,8500,0.002894
5,0.4,8600,0.002415
5,0.4,8700,0.002016
5,0.4,8800,0.001683
5,0.4,8900,0.001405
5,0.4,9000,0.001173
5,0.4,9089,0.000999
6,0.1,0,3309.049614
6,0.1,100,2594.035357
6,0.1,200,2151.18356
6,0.1,300,1838.078965
6,0.1,400,1605.063433
6,0.1,500,1431.989777
6,0.1,600,1305.710212
6,0.1,700,1215.543559
6,0.1,800,1153.487629
6,0.1,900,1114.321192
6,0.1,1000,1095.169608
6,0.1,1100,1094.69722
6,0.1,1200,1112.051636
6,0.1,1300,1145.728006
6,0.1,1400,1192.625429
6,0.1,1500,1247.628224
6,0.1,1600,1303.927577
6,0.1,1700,1354.00232
6,0.1,1800,1390.874933
6,0.1,1900,1409.172269
6,0.1,2000,1405.71219
6,0.1,2100,1379.613405
6,0.1,2200,1332.068604
6,0.1,2300,1265.916516
6,0.1,2400,1185.104606
6,0.1,2500,1094.116121
6,0.1,2600,997.436593
6,0.1,2700,899.128159
6,0.1,2800,802.553984
6,0.1,2900,710.258644
6,0.1,3000,623.978612
6,0.1,3100,544.739944
6,0.1,3200,472.998804
6,0.1,3300,408.78939
6,0.1,3400,351.856887
6,0.1,3500,301.765028
6,0.1,3600,257.976571
6,0.1,3700,219.909868
6,0.1,3800,186.976595
6,0.1,3900,158.605753
6,0.1,4000,134.25816
6,0.1,4100,113.434572
6,0.1,4200,95.679575
6,0.1,4300,80.5827
6,0.1,4400,67.777681
6,0.1,4500,56.94051
6,0.1,4600,47.786715
6,0.1,4700,40.068193
6,0.1,4800,33.569826
6,0.1,4900,28.106052
6,0.1,5000,23.517537
6,0.1,5100,19.668005
6,0.1,5200,16.441314
6,0.1,5300,13.738774
6,0.1,5400,11.47675
6,0.1,5500,9.584529
6,0.1,5600,8.002437
6,0.1,5700,6.680209
6,0.1,5800,5.575561
6,0.1,5900,4.652975
6,0.1,6000,3.882646
6,0.1,6100,3.239588
6,0.1,6200,2.702873
6,0.1,6300,2.254982
6,0.1,6400,1.88126
6,0.1,6500,1.569457
6,0.1,6600,1.309332
6,0.1,6700,1.092333
6,0.1,6800,0.911317
6,0.1,6900,0.76032
6,0.1,7000,0.634366
6,0.1,7100,0.5293
6,0.1,7200,0.441657
6,0.1,7300,0.368547
6,0.1,7400,0.307557
6,0.1,7500,0.256677
6,0.1,7600,0.214227
6,0.1,7700,0.178811
6,0.1,7800,0.14926
6,0.1,7900,0.124601
6,0.1,8000,0.104024
6,0.1,8100,0.086852
6,0.1,8200,0.072519
6,0.1,8300,0.060557
6,0.1,8400,0.050571
6,0.1,8500,0.042235
