step,l2,n673_ind,n673_alloc,n3709_ind,n3709_alloc,n121_ind,n121_alloc,n535_ind,n535_alloc,n1087_ind,n1087_alloc,n1225_ind,n1225_alloc,n1639_ind,n1639_alloc,n1777_ind,n1777_alloc,n2329_ind,n2329_alloc,n2605_ind,n2605_alloc
0,3289.966327,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665,51.620924,0.054665
100,1831.238356,77.377859,0.057619,77.377849,0.057619,77.378012,0.057619,77.377988,0.057619,77.377993,0.057619,77.377850,0.057619,77.377988,0.057619,77.377850,0.057619,77.378012,0.057619,77.377849,0.057619
200,1305.511344,89.686083,0.049995,89.686062,0.049996,89.686187,0.049995,89.686170,0.049995,89.686175,0.049995,89.686063,0.049996,89.686170,0.049995,89.686063,0.049996,89.686187,0.049995,89.686062,0.049996
300,1124.933022,94.891980,0.041061,94.891965,0.041061,94.892028,0.041060,94.892019,0.041060,94.892022,0.041060,94.891966,0.041061,94.892020,0.041060,94.891966,0.041061,94.892028,0.041060,94.891965,0.041061
400,1146.892603,97.219152,0.033915,97.219145,0.033915,97.219173,0.033914,97.219169,0.033914,97.219171,0.033914,97.219144,0.033915,97.219170,0.033914,97.219145,0.033915,97.219173,0.033914,97.219143,0.033915
500,1342.772272,98.365001,0.029332,98.364998,0.029332,98.365012,0.029332,98.365009,0.029332,98.365011,0.029332,98.364997,0.029332,98.365010,0.029332,98.364999,0.029332,98.365012,0.029332,98.364996,0.029332
600,1612.434405,98.990694,0.027066,98.990693,0.027066,98.990700,0.027066,98.990698,0.027066,98.990700,0.027066,98.990692,0.027066,98.990698,0.027066,98.990694,0.027066,98.990700,0.027066,98.990691,0.027066
700,1788.115832,99.364236,0.026526,99.364237,0.026526,99.364240,0.026526,99.364238,0.026526,99.364241,0.026526,99.364236,0.026526,99.364239,0.026526,99.364237,0.026526,99.364240,0.026526,99.364235,0.026526
800,1762.569803,99.599760,0.026972,99.599761,0.026971,99.599762,0.026971,99.599761,0.026971,99.599763,0.026971,99.599760,0.026972,99.599761,0.026971,99.599761,0.026971,99.599762,0.026971,99.599759,0.026972
900,1531.271661,99.750795,0.027807,99.750796,0.027807,99.750797,0.027807,99.750796,0.027807,99.750798,0.027807,99.750796,0.027807,99.750797,0.027807,99.750797,0.027807,99.750797,0.027807,99.750795,0.027807
1000,1183.676780,99.847000,0.028695,99.847001,0.028694,99.847002,0.028694,99.847001,0.028694,99.847002,0.028694,99.847001,0.028694,99.847001,0.028694,99.847002,0.028694,99.847002,0.028694,99.847000,0.028694
1100,835.178251,99.907298,0.029489,99.907299,0.029489,99.907299,0.029489,99.907299,0.029489,99.907300,0.029489,99.907299,0.029489,99.907299,0.029489,99.907300,0.029489,99.907299,0.029489,99.907299,0.029489
1200,553.824995,99.944442,0.030153,99.944443,0.030152,99.944443,0.030152,99.944443,0.030152,99.944444,0.030152,99.944443,0.030152,99.944443,0.030152,99.944443,0.030152,99.944443,0.030152,99.944442,0.030152
1300,352.558543,99.966982,0.030694,99.966982,0.030694,99.966982,0.030694,99.966982,0.030694,99.966983,0.030693,99.966982,0.030694,99.966982,0.030694,99.966983,0.030694,99.966982,0.030694,99.966982,0.030694
1400,218.069304,99.980499,0.031142,99.980499,0.031141,99.980499,0.031141,99.980499,0.031141,99.980500,0.031140,99.980499,0.031141,99.980499,0.031141,99.980500,0.031140,99.980499,0.031141,99.980499,0.031141
1500,132.029673,99.988535,0.031520,99.988535,0.031519,99.988535,0.031519,99.988535,0.031519,99.988535,0.031518,99.988535,0.031519,99.988535,0.031519,99.988535,0.031518,99.988535,0.031519,99.988535,0.031520
