step,l2,n0_ind,n0_alloc,n69_ind,n69_alloc,n138_ind,n138_alloc,n207_ind,n207_alloc,n276_ind,n276_alloc,n345_ind,n345_alloc,n414_ind,n414_alloc,n483_ind,n483_alloc,n552_ind,n552_alloc,n621_ind,n621_alloc
0,3287.305989,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782,41.883215,0.041782
100,1745.901378,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636,93.162587,0.010636
200,1112.126379,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876,99.013303,0.002876
300,804.377416,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436,99.910093,0.000436
400,614.321719,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038,99.994943,0.000038
500,463.408649,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002,99.999805,0.000002
600,332.880749,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000,99.999993,0.000000
700,226.058949,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
800,144.362117,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
900,87.743801,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1000,51.810225,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1100,30.162433,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1200,17.451859,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1300,10.073147,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1400,5.809104,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1500,3.349067,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
1600,1.930667,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000,100.000000,0.000000
